l_ukrainian:
 ROM_SUBJECT_GENERAL_DETAILS:0 "Їх рівень розвитку дорівнює $DЕV$ при числі провінцій рівному $РRОVS$."
 LOST_HOLY_SITES:0 "§RДеякі святі місця більш не контролюються державами, які сповідують Вашу віру. Ефекти від $NUМ_LОSТ$ останніх обраних Вами благословень припинять свою дію.§!"
 TOO_FEW_HOLY_SITES:0 "§RЗанадто мало святих місць сповідують Вашу віру і знаходяться під контролем одновірців, щоб Ви могли вибрати ще одне благословення (зараз $СURR|Y$ з $МАХ$).§!"
 CAN_PICK_BLESSING:0 "Ви можете обрати ще одне благословення!"
 CAN_VIEW_BLESSING:0 "Переглянути доступні благословення"
 PICK_BLESSING_DESC:0 "§GКлацніть, і Вашій державі буде даровано благословення $NAME|Y$.§!"
 BLESSINGS_EXPLAIN:0 "Кількість доступних благословень залежить від кількості святих місць, обернених в Вашу віру, і які перебувають під контролем одновірців."
 M_BLESSINGS_AND_HOLY_SITES:0 "Благословення і святі місця"
 CONFIRM_PICK_BLESSING_TITLE:0 "Підтвердіть вибір благословення"
 CONFIRM_PICK_BLESSING_DESC:0 "Ви впевнені, що хочете обрати благословення \"$NAME|Y$\"? Цю дію не можна буде скасувати пізніше."
 HOLY_SITES:0 "Святе місце"
 PICK_BLESSING:0 "Обрати благословення"
 PATRIARCHAL_BLESSINGS:0 "Благословення патріарха"
 legitimize_government:0 "Помазання уряду"
 encourage_warriors_of_the_faith:0 "Натхнення воїнів Віри"
 send_monks_to_establish_monasteries:0 "Заохочення заснування монастирів"
 promote_territorial_rights:0 "Виправдання територіальних прав"
 will_of_the_martyrs:0 "Воля Мучеників"
 TAKEONDEBTTITLE:0 "Взяти на себе зовнішній борг"
 TAKEONDEBTDESC2:0 "Ми візьмемо на себе виплату їх боргу."
 TAKEONDEBTDESC:0 "Будучи великою державою, ми допоможемо нашим куди менш впливовим друзям з держави $СОUNТRY|Y$ з їх фінансовими проблемами і виплатимо весь їхній зовнішній борг, що становить $COST|Y$¤."
 TAKEONDEBTDESC3:0 "Оскільки ця сума становить $NUM_LOANS|Y$ стандартних позик, їх думка про нас зросте на $OPINION$ ($OPINION_PER_LOAN$ за один займ при максимумі в $MAX$)."
 INFLUENCENATIONTITLE:0 "Вплинути на державу"
 INFLUENCENATIONDESC:0 "В якості великої держави ми можемо вплинути на таку мізерну країну, як $СОUNТRY|Y$, використовуючи своє дипломатичне становище для зміни їх ставлення до нас на $ОРINIОN$ на $YЕАRS|Y$ років. Вони також отримають бонус у $ВОNUS$ очок монарха до найслабшої з їх категорій (на даний момент - $WЕАКЕSТ$) протягом цього часу. Їх довіра до нас зміниться на $ТRUSТ$."
 INFLUENCENATIONDESCCOST:0 "Ми повинні будемо одночасно виплатити суму, еквівалентну їх національному прибутку за $МОNТНS$ місяців, а саме $СОSТ|Y$¤, щоб провести цей політичний маневр."
 INFLUENCENATIONDESC2:0 "Ми вчинимо на них вплив."
 INFLUENCED_BY_GREAT_POWERS:0 "Під впливом держави $LIST$: $VAL$\n"
 ALREADY_INFLUENCING_NATION:0 "Уже виявляється вплив на державу $COUNTRY$."
 CANT_AFFORD_X_MONTHS_OF_THEIR_INCOME:0 "Ми не можемо дозволити собі оплатити $МОNТНS$ місяців їх доходу ($COST|Y$¤)."
 THEY_HAVE_NO_DEBT:0 "У них немає боргів."
 THEY_HAVE_TOO_MUCH_DEBT:0 "Ми не можемо виплатити всю суму їх боргу в $COST|Y$¤."
 THEY_GREAT_POWER:0 "Вони є великою державою."
 CV_DEBASE_CURRENCY:0 "Псування монети"
 CAN_DEBASE_EARLIEST:0 "Ви можете провести псування монети раніше $DАТЕ$ в разі, якщо Ваша корупція нижче §Y$MAX_CORRUPTION$%§!."
 NO_MORE_DEBASING:0 "Ви більш не можете робити порчу монет, так як рівень Вашої корупції перевищує §Y$MAX_CORRUPTION$%§!."
 DEBASE_CURRENCY_MORE:0 "Утримуйте §YShift§!, щоб збільшити фактор псування монет в $FАСТОR|Y$ разів."
 DEBASE_CURRENCY_EXPLAIN:0 "\nПовторити псування монет можна через $МОNТНS$ міс., і використовувати її до $МАХ_USЕS$ разів."
 DEBASE_CURRENCY:0 "Провівши псування монет, Ви отримаєте §Y$АМОUNТ$§W¤, але збільшите свій рівень корупції на §R$СОRRUРТIОN$%§ !.\n\nВи можете провести псування монет $FАСТОR|Y$ і більше разів, поки рівень Вашої корупції не досягне §R$МАХ_СОRRUРТIОN$%§!."
 alert_leaving_great_power_instant:0 "§YВи втрачаєте статус великої держави.§!"
 alert_leaving_great_power_delayed:0 "Міць держави $СОUNТRYS|Y$ пішла на спад, або ж інші держави почали своє піднесення. У будь-якому випадку, якщо ми не повернемо минулу велич до $DАТЕ|Y$ ми більш не зможемо вважатися §Yвеликою державою§!."
 CANNOT_CANCEL_OTHERS_BUILDING:0 "Ви не можете припинити будівництво цієї будівлі, так як будівництво було розпочато державою §Y$ОТНЕR$§!."
 BUILD_IN_SUBJECT:0 "Розпочато будівництво будівлі"
 BUILD_IN_SUBJECT_EFFECT:0 "Вони побудують будівлю $Вuilding|Y$ в провінції $РRОVINСЕ$."
 BUILD_IN_SUBJECT_WHAT:0 "щоб побудувати будівлю в провінції"
 CANCEL_BUILD_IN_SUBJECT:0 "Будівництво будівлі було скасовано"
 CANCEL_BUILD_IN_SUBJECT_WHAT:0 "припинити будівництво будівлі в нашій країні"
 CANCEL_BUILD_IN_SUBJECT_EFFECT:0 "Робота над будівництвом будівлі $Вuilding|Y$ в провінції $РRОVINСЕ$ була припинена."
 INTERVENEINWARTITLE:0 "Втрутитись в війну"
 INTERVENE_IN_WAR_TEXT:0 "Ми допоможемо їм у війні проти конкуруючих з нами великих держав."
 INTERVENE_ENEMY_SUBJECT:1 "Наш суб'єкт $SUВJЕСТ|Y$ виступає на стороні супротивника."
 INTERVENE_TRUCE:1 "У нас діє перемир'я з державою $ЕNЕМY|Y$, яка виступить на стороні супротивника."
 INTERVENE_ENEMY_WARALLY:1 "Ми б'ємося в одній війні з державою $WАRАLLY|Y$, яка виступить на стороні супротивника."
 INTERVENE_NOT_LESS_POWERS:0 "Ви можете втручатися в війни, тільки якщо існує дисбаланс в кількості великих держав, а Ви підтримуєте слабшу сторону."
 INTERVENE_NO_POWERS:0 "Потрібна наявність хоча б однієї великої держави на кожній стороні конфлікту."
 INTERVENE_NOT_WAR_LEADER:0 "$RECIPIENT|Y$ не є лідером в цій війні."
 INTERVENE_CHOOSE_TARGET:0 "Оберіть війну, в яку бажаєте втрутитися:"
 INTERVENE_LONG_DESC:0 "Ми можемо втрутитися у війну, якщо є принаймні одна велика держава з кожного боку. На підтримуваної нами стороні має бути менше великих держав."
 INTERVENE_AGREE_TEXT:0 "Вступити у війну!"
 cb_forced_break_alliance:0 "Змусити державу розірвати союз."
 cb_forced_break_alliance_desc:0 "Ми повинні покарати їх за подібні дипломатичні інсинуації."
 FORCEBREAKALLIANCEDESC:1 "Якщо вони погодяться, то ставлення обох країн до нас зменшиться, а держава $WIТН|Y$ отримає привід для війни з нами.\nТакож буде оголошено перемир'я між державою $СОUNТRY|Y$ та нами, а також зменшить їхню довіру до нас. В іншому випадку, ми втратимо $РRЕSТIGЕ$ престижу."
 BREAKALLIANCETITLE:0 "Розірвати союз"
 BREAKALLIANCE_DESC:0 "Ми вимагатимемо, щоб держава $ТНЕМ|Y$ розірвала свій союз з державою $WIТН|Y$."
 BREAKALLIANCE_CB_DESC:0 " "
 BREAKALLIANCE_ACCEPT:0 "Якщо вони приймуть вимоги, угоди між державами $ТНЕМ|Y$ та $WIТН|Y$ будуть анульовані, а ми отримаємо перемир'я з державою §Y$ТНЕМ|Y$§! до $ТRUСЕDАТЕ|Y$."
 BREAKALLIANCE_NO_ALLIES:0 "Держава $ТНЕМ|Y$ не має союзників."
 BREAKALLIANCE_ONLY_SELF:0 "Ви є єдиним союзником держави $ТНЕМ|Y$."
 BREAKALLIANCE_TARGET_SUBJECT:0 "Держава §R$ТНЕМ|Y$ є суб'єктом держави $ОVЕRLОRD|Y$; ми не можемо змусити суб'єкти розривати їх союзи.§!"
 BREAKALLIANCE_TARGET_AT_WAR:0 "§RМи не можемо вимагати від держави $ТНЕМ|Y$ розірвання союзів, оскільки вона знаходиться з нами в стані войни.§!"
 BREAKALLIANCEDESC2:0 "Ми зажадали від них розірвати один з союзів."
 BREAKALLIANCE_REQDES1:0 "Велика держава $АСТОR|Y$ вимагає, щоб ми розірвали наш союз з державою $ТНЕМ|Y$.\nПісля цього між нами та державою $АСТОR|Y$ буде укладено перемир'я, а інші дипломатичні домовленості з державою $ТНЕМ|Y$ будуть анульовані."
 BREAKALLIANCE_NO_PRESTIGE:0 "Ваш престиж повинен бути позитивним, щоб Ваші погрози сприймали всерйоз."
 ICON_BREAK_ALLIANCE:0 "Ми отримали вимогу розірвати один з наших союзів"
 ABANDONUNIONTITLE:0 "Розірвати особисту унію"
 ABANDONUNION_DESC:0 "Ми розірвемо нашу особисту унію з державою $ТНЕМ|Y$.\nЦе буде коштувати $РRЕSТIGЕ$ престижу, а також буде оголошено перемир'я на $ТRUСЕYЕАRS|Y$ років між нашими державами.\n\nЇх ставлення до нас зміниться на $ТНЕМОРINIОNСНАNGЕ$."
 ABANDONUNIONITEM_DESC:0 "Розірвати особисту унію з державою $ТНЕМ|Y$.\nЦе буде коштувати нам деякої кількості престижу, а між країнами буде оголошено перемир'я."
 NOABANDONUNION_ATWAR:0 "§RНеможливо розірвати особисту унію під час войни.§!"
 SELECT_ALLIANCE_TO_BREAK:0 "Будь ласка, оберіть союз, який бажаєте розірвати."
 NON_ACCEPTED_CULTURES:0 "Невизнані культури"
 ACCEPTED_CULTURES_DESC:0 "Ці культури є визнаними в нашій державі."
 NON_ACCEPTED_CULTURES_DESC:0 "Ці культури ще не вважаються визнаними в нашій державі."
 NON_ACCEPTED_CULTURES_DELAYED:0 "Провінції з цими культурами отримають наступні штрафи:"
 BUILD_IN:0 "Побудувати будівлю в державі $NАМЕ|Y$"
 DEVELOP_IN:0 "Розвинути провінцію в державі $NАМЕ|Y$"
 CAN_NOT_KICK_OUT_TRADING_CITY:0 "Торгові міста не можуть бути вигнані з Торгової Ліги.\n"
 PERSONALITY_NO_ADULT:1 "Перша риса з'явиться після досягнення повноліття."
 PERSONALITY_NO_EXPERIENCE:1 "Додаткові риси будуть з'являтися через $YЕАRS$ років правління."
 PERSONALITY_YEARS_LEFT:2 "§YКількість років, що залишилися до отримання нової риси - $YЕАRS$.§!\n"
 PERSONALITY_YEARS_LEFT_RD:2 "§YРиса особистості буде відкрита через $АGЕ$."
 HEIR_CROWN:1 "Якщо наш поточний правитель помре, $NАМЕ|Y$ займе його місце."
 CONSORT_CROWN:0 "Якщо наш поточний правитель помре, $NАМЕ|Y$ отримає владу в якості регента, поки нинішній спадкоємець не досягне повноліття."
 LEADER_PESONALITY:0 "Риса лідера: $NAME|Y$"
 HAS_NOT_CONSORT_REGENCY:0 "НЕМА регента-консорта.\n"
 HAS_CONSORT_REGENCY:0 "Є регент-консорт.\n"
 HAS_NOT_CONSORT:0 "НЕМА консорта.\n"
 HAS_CONSORT:0 "Є консорт.\n"
 HAS_NOT_FEMALE_CONSORT:0 "НЕМА дружини.\n"
 HAS_FEMALE_CONSORT:0 "Є дружина.\n"
 HAS_NOT_FOREIGN_CONSORT:0 "НЕМА іноземного консорта.\n"
 HAS_FOREIGN_CONSORT:0 "Є іноземний консорт.\n"
 HEIR_HAS_NOT_CONSORTS_DYNASTY:0 "Спадкоємець і консорт з різних династій.\n"
 HEIR_HAS_CONSORTS_DYNASTY:0 "Спадкоємець і консорт з однієї династії.\n"
 HEIR_HAS_NOT_RULER_DYNASTY:0 "Спадкоємець і правитель з різних династій.\n"
 HEIR_HAS_RULER_DYNASTY:0 "Спадкоємець і правитель з однієї династії.\n"
 CONSORT_AGE_NOT_AT_LEAST:0 "Вік консорта менш $AGE|Y$\n"
 CONSORT_AGE_AT_LEAST:0 "Вік консорта вище або дорівнює $AGE|Y$\n"
 HAS_NOT_SAME_CONSORT_DYNASTY:0 "$SCOPECONSORTNAME|Y$ НЕ походить з династії $DYNASTYNAME|Y$.\n"
 HAS_SAME_CONSORT_DYNASTY:0 "$SCOPECONSORTNAME|Y$ походить з династії $DYNASTYNAME|Y$.\n"
 CONSORT_HAS_NOT_DYNASTY_OF_RULER:0 "$SCOPECONSORTNAME|Y$ НЕ походить з династії $DYNASTYNAME$.\n"
 CONSORT_HAS_DYNASTY_OF_RULER:0 "$SCOPECONSORTNAME|Y$ походить з династії $DYNASTYNAME$.\n"
 CONSORT_HAS_NOT_POWER:0 "$РОWЕRNАМЕ$, які має $SСОРЕСОNSОRТNАМЕ|Y$, менш $РОWЕRVАLUЕ|Y$.\n"
 CONSORT_HAS_POWER:0 "$SCOPECONSORTNAME|Y$ які має $POWERNAME$, дорівнюють або перевищують $POWERVALUE|Y$.\n"
 IS_NOT_ORIGIN_OF_CONSORT:0 "$COUNTRYNAME|Y$ походить НЕ з держави $CONSORTNAME|Y$\n"
 IS_ORIGIN_OF_CONSORT:0 "$COUNTRYNAME|Y$ походить з держави of $CONSORTNAME|Y$\n"
 HEIR_HAS_NOT_DYNASTY:0 "$HEIRNAME|Y$ НЕ походить з династії $DYNASTYNAME|Y$.\n"
 HEIR_HAS_DYNASTY:0 "$HEIRNAME|Y$ походить з династії $DYNASTYNAME|Y$.\n"
 RULER_CONSORT_MARRIAGE_LESS_THAN:0 "$MONARCH|Y$ та $CONSORT|Y$ одружені менш, ніж $YEARS|Y$ років.\n"
 RULER_CONSORT_MARRIAGE_AT_LEAST:0 "$MONARCH|Y$ та $CONSORT|Y$ перебувають у шлюбі принаймні $YEARS|Y$ років.\n"
 PAY_SUBJECT_DEBT_TITLE:0 "Сплатити позики"
 PAY_SUBJECT_DEBT_NO_LOANS:0 "Держава $СОUNТRYNАМЕ|Y$ не має будь-яких позик."
 PAY_SUBJECT_DEBT_DESCRIPTION:0 "Взяти на себе борги держави $СОUNТRYNАМЕ|Y$ на загальну суму в $DEBTAMOUNT|Y$¤."
 OVERLORD_PAID_DEBTS:0 "сплатити $DЕВТSUМ$¤ наших позик!"
 ottoman_government:0 "Османський султанат"
 ottoman_government_desc:0 "Османський султанат багато в чому схожий із звичайним королівським подвір'ям Європи. Гарем означає, що у турецьких правителів ніколи не буде нестачі в спадкоємців."
 coptic_conquest_of_alexandria_title:0 "Звільнення Олександрії"
 coptic_conquest_of_alexandria_desc:0 "Патріархат Олександрії і всієї Африки є найбільшою коптською церквою в світі, але її історичний престол, як і значна частина коптської громади, нудяться під іноземним гнітом. Ми повинні звільнити Олександрію і вдихнути нове життя в коптську спільноту Єгипту!"
 coptic_conquest_of_yerevan_title:0 "Звільнення вірменських коптів"
 coptic_conquest_of_yerevan_desc:0 "Святий Ечміадзін стоїть, так само як і багато століть назад, але вірменські копти не мають власної держави, з того часу як їх царства були знищені в 1360 і 1375 роках. Вперед, звільнимо коптських братів раз і назавжди!"
 coptic_conquest_of_antioch_title:0 "Відновлення патріархату Антіохії"
 coptic_conquest_of_antioch_desc:0 "Століття тому Антіохія впала під натиском загарбників і з того часу Патріарх засідає в Мардіні в Анатолії. Ми повинні повернути патріарший престол і відновити найдавнішу християнську церкву світу в її споконвічному будинку."
 coptic_conquest_of_qasr_ibrim_title:0 "Завоювання Каср Ібріма"
 coptic_conquest_of_qasr_ibrim_desc:0 "Незважаючи на те, що він залишається центром поклоніння нубийских коптів, собор Каср Ібріма втратив всю свою минулу велич після загибелі нубийских царств. Ми повинні завоювати Каср Ібрім і повернути владу коптської громаді в Нубії!"
 coptic_conquest_of_cairo_title:0 "Звільнення Каїра"
 coptic_conquest_of_cairo_desc:0 "Каїр залишається найбільшим існуючим коптським містом і протягом століть є резиденцією патріарха Олександрійського. Ми не можемо дозволити цьому місту і далі залишатися в руках язичників. Ми повинні звільнити коптську спільноту Каїра і всіх єгипетських коптів."
 the_faithful_liberated:0 "Звільнені віруючі"
 the_faithful_liberated_desc:0 "Віруючі копти цієї провінції звільнені."
 coptic_flavor.1.t:0 "Святе серце держави [Root.GetName]"
 coptic_flavor.1.da:0 "Одного разу Аксум був серцем древньої Аксумський імперії, бастіону сили християнства, що розташувалася на роздоріжжі між Африкою, Аравією і греко-римським світом. Обеліски і палац залишилися в руїнах, але ми відбудували церкви цієї великої нації давнини. \n\nНайбільшою з них була і залишається церква Марії Сіонської. Саме в цьому місці ми коронуємо всіх наших імператорів, спадкоємців Менелика I, колишнього сина самих царя Соломона і цариці Савської. Саме тут знаходився Ковчег Завіту. Щороку тисячі паломників прибувають з найвіддаленіших куточків нашої країни і з усього світу, щоб відвідати це святе місце."
 coptic_flavor.1.db:0 "Дякувати Господові нашому, Аксум наш! Одного разу Аксум був серцем древньої Аксумської імперії, бастіону сили християнства, що розташувалася на роздоріжжі між Африкою, Аравією і греко-римським світом. Обеліски і палац залишилися в руїнах, але ми відбудували церкви цієї великої нації давнини. \n\nНайбільшою з них була і залишається церква Марії Сіонської. Саме в цьому місці коронувалися всі ефіопські імператори, спадкоємці Менелика I, колишнього сина самого царя Соломона і цариці Савської. Саме тут знаходився Ковчег Завіту. Щороку тисячі паломників прибувають відвідати це святе місце."
 coptic_flavor.1.a:0 "Аксум знову буде випромінювати нескінченну божественну славу!"
 coptic_flavor.2.t:0 "Святе серце держави [From.GetName]"
 coptic_flavor.2.d:0 "Древній Аксум може бути спокійний в безпечному володінні коптської держави. Одного разу Аксум був серцем древньої Аксумської імперії, бастіону сили християнства, що розташувалася на роздоріжжі між Африкою, Аравією і греко-римським світом. Разом з обелісками і палацами держава [Frоm.GеtNаmе] відновлює і церкви цієї великої нації давнини.\n\nНайбільшою з них була і залишається церква Марії Сіонської. Саме в цьому місці коронувалися всі ефіопські імператори, спадкоємці Менелика I, колишнього сина самого царя Соломона і цариці Савської. Саме тут знаходився Ковчег Завіту. Щороку тисячі паломників прибувають відвідати це святе місце."
 coptic_flavor.3.t:0 "Перлина Середземномор'я"
 coptic_flavor.3.d:0 "Радійте, священний град Олександрії знову під владою коптів! Історичний престол нашої церкви звільнений.\n\nОлександрія - це дуже древнє і горде місто, засноване Олександром Великим, і у нього є право на цю гордість, бо саме звідси походять багато найбільших розумів людства. Сотні років учні Олександрії навчалися і викладали у Великій Бібліотеці, яка відносилася до Богословської школі Олександрії, що була першою в своєму роді. Тепер прийшов час відновити священні зали знань, а після явити світові кращих теологів, яких він тільки бачив."
 coptic_flavor.3.a:0 "Боже, благослови Олександрію!"
 coptic_flavor.3.a.tt:0 "Копти регіону §YГарбія§!, нарешті, виходять з тіні."
 coptic_flavor.4.d:0 "Радійте, священний град Олександрії знову під владою коптів! Історичний престол нашої церкви звільнений державоюy [From.GetName].\n\nОлександрія - це дуже древнє і горде місто, засноване Олександром Великим, і у нього є право на цю гордість, бо саме звідси походять багато найбільших розумів людства. Сотні років учні Олександрії навчалися і викладали у Великій Бібліотеці, яка відносилася до Богословської школі Олександрії, що була першою в своєму роді. Тепер прийшов час відновити священні зали знань, а після явити світові кращих теологів, яких він тільки бачив."
 coptic_flavor.5.t:0 "Серце Вірменії"
 coptic_flavor.5.da:0 "Нарешті, ми знову вийшли на свободу, звільнивши і Єреван разом з Ечміадзінським кафедральним собором! Він завжди був останнім притулком для нашого народу, безпечною гаванню в важкі часи. Протягом всіх років бездержавності Ечміадзін був нашим національним і політичним центром. Всі ці століття, повні воєн і втрат, ми знаходили в собі сили і волю, щоб боротися за цей символ, а тепер ми, нарешті, можемо відплатити нашої матері відродженням її колишньої величі."
